(150, 106, 0)
(148, 104, 0)
(150, 106, 0)
(150, 106, 0)
(150, 106, 0)
(150, 106, 0)
(150, 106, 0)
(150, 107, 0)
(150, 107, 0)
(150, 107, 0)
(150, 107, 0)
(150, 108, 0)
(150, 108, 0)
(151, 108, 0)
(151, 109, 0)
(151, 109, 0)
(151, 109, 0)
(152, 110, 0)
(152, 110, 0)
(153, 111, 0)
(153, 112, 0)
(154, 112, 0)
(155, 113, 0)
(156, 114, 0)
(157, 115, 0)
(160, 115, 0)
(161, 116, 0)
(163, 117, 0)
(164, 118, 0)
(165, 118, 0)
(167, 119, 0)
(168, 119, 0)
(167, 120, 0)
(168, 121, 0)
(171, 122, 0)
(172, 123, 26)
(174, 124, 26)
(176, 127, 26)
(178, 129, 26)
(180, 130, 26)
(181, 132, 26)
(185, 134, 26)
(185, 135, 26)
(187, 137, 26)
(189, 139, 26)
(190, 140, 26)
(191, 141, 26)
(192, 142, 45)
(193, 144, 45)
(195, 145, 45)
(196, 146, 45)
(198, 148, 45)
(202, 150, 45)
(204, 151, 45)
(207, 153, 45)
(209, 155, 45)
(211, 157, 45)
(214, 158, 45)
(216, 160, 45)
(218, 162, 60)
(218, 164, 60)
(220, 166, 60)
(222, 168, 60)
(224, 170, 60)
(226, 172, 60)
(230, 174, 60)
(232, 176, 60)
(234, 180, 60)
(236, 182, 60)
(238, 182, 60)
(238, 183, 60)
(240, 185, 64)
(242, 187, 64)
(243, 193, 64)
(245, 196, 64)
(246, 197, 64)
(250, 199, 64)
(252, 201, 64)
(254, 203, 64)
(256, 205, 64)
(258, 205, 64)
(261, 207, 64)
(263, 208, 64)
(266, 209, 67)
(268, 213, 67)
(270, 216, 67)
(272, 219, 67)
(274, 224, 67)
(276, 227, 67)
(278, 228, 67)
(280, 230, 67)
(280, 228, 67)
(282, 228, 67)
(283, 229, 67)
(285, 229, 67)
(286, 230, 64)
(287, 230, 64)
(289, 233, 64)
(290, 237, 64)
(291, 242, 64)
(292, 246, 64)
(293, 250, 64)
(294, 256, 64)
(296, 258, 64)
(297, 257, 64)
(298, 258, 64)
(300, 257, 64)
(302, 258, 60)
(303, 259, 60)
(304, 264, 60)
(305, 267, 60)
(307, 270, 60)
(308, 275, 60)
(309, 276, 60)
(313, 276, 60)
(315, 275, 60)
(317, 276, 60)
(317, 277, 60)
(253, 280, 0)
(250, 277, 0)
(260, 275, 0)
(254, 267, 0)
(253, 261, 0)
(252, 256, 0)
(251, 256, 0)
(251, 256, 0)
(252, 257, 0)
(223, 292, 0)
(249, 254, 0)
(226, 288, 0)
(267, 235, 0)
(269, 237, 0)
(252, 254, 0)
(253, 253, 0)
(256, 253, 0)
(217, 270, 0)
(251, 250, 0)
(225, 261, 0)
(248, 244, 0)
(249, 240, 0)
(227, 256, 0)
(248, 234, 0)
(248, 229, 0)
(228, 247, 0)
(248, 225, 0)
(228, 245, 0)
(248, 226, 0)
(228, 242, 0)
(247, 226, 0)
(228, 239, 0)
(246, 227, 0)
(227, 236, 0)
(245, 226, 0)
(154, 43, 0)
(227, 233, 0)
(245, 226, 0)
(152, 42, 0)
(226, 231, 51)
(245, 225, 0)
(154, 43, 0)
(226, 229, 51)
(245, 225, 0)
(152, 44, 0)
(223, 226, 51)
(242, 224, 0)
(151, 44, 0)
(224, 224, 51)
(240, 221, 0)
(151, 45, 0)
(223, 221, 51)
(234, 217, 0)
(151, 46, 0)
(222, 219, 51)
(236, 212, 0)
(151, 46, 0)
(221, 216, 51)
(237, 206, 0)
(151, 47, 0)
(220, 214, 51)
