(180, 236, 0)
(178, 233, 0)
(176, 232, 0)
(175, 229, 0)
(174, 225, 0)
(174, 220, 0)
(173, 214, 0)
(172, 209, 0)
(171, 207, 0)
(170, 204, 0)
(170, 205, 0)
(169, 206, 0)
(168, 205, 0)
(167, 205, 0)
(167, 204, 0)
(166, 204, 0)
(163, 203, 0)
(162, 200, 0)
(161, 198, 0)
(164, 202, 0)
(172, 198, 0)
(170, 189, 0)
(171, 185, 0)
(168, 181, 0)
(168, 181, 0)
(168, 181, 0)
(167, 180, 0)
(171, 179, 0)
(170, 177, 0)
(165, 176, 0)
(164, 174, 0)
(167, 172, 0)
(163, 170, 0)
(157, 168, 0)
(138, 159, 0)
(141, 159, 54)
(142, 157, 54)
(142, 155, 54)
(143, 153, 54)
(142, 151, 54)
(141, 149, 54)
(141, 147, 54)
(140, 145, 54)
(139, 143, 54)
(138, 141, 54)
(138, 139, 54)
(138, 138, 54)
(137, 137, 53)
(137, 135, 53)
(139, 134, 53)
(137, 133, 53)
(137, 131, 53)
(137, 129, 53)
(137, 128, 53)
(137, 126, 53)
(136, 125, 53)
(136, 123, 53)
(136, 121, 53)
(136, 120, 53)
(136, 119, 40)
(136, 117, 40)
(136, 116, 40)
(136, 115, 40)
(136, 114, 40)
(136, 113, 40)
(137, 112, 40)
(137, 111, 40)
(137, 110, 40)
(137, 109, 40)
(137, 107, 40)
(137, 106, 40)
(137, 105, 32)
(137, 104, 32)
(137, 103, 32)
(137, 102, 32)
(137, 101, 32)
(137, 100, 32)
(135, 101, 32)
(135, 100, 32)
(134, 100, 32)
(133, 99, 32)
(133, 99, 32)
(133, 98, 32)
(133, 98, 21)
(133, 98, 21)
(135, 97, 21)
(135, 97, 21)
(133, 97, 21)
(135, 97, 21)
(135, 97, 21)
(135, 97, 21)
(135, 96, 21)
(135, 96, 21)
(135, 96, 21)
(135, 96, 21)
(135, 96, 9)
(135, 96, 9)
(135, 96, 9)
(135, 96, 9)
(135, 96, 9)
(135, 96, 9)
(135, 96, 9)
(135, 97, 9)
(135, 97, 9)
(135, 97, 9)
(136, 97, 9)
(136, 97, 9)
(136, 97, 3)
(136, 97, 3)
(136, 97, 3)
(136, 97, 3)
(136, 97, 3)
(137, 97, 3)
(137, 97, 3)
(140, 97, 3)
(139, 97, 3)
(140, 98, 3)
(141, 99, 3)
(142, 100, 3)
(143, 101, 9)
(144, 102, 9)
(145, 105, 9)
(146, 107, 9)
(147, 108, 9)
(148, 110, 9)
(151, 111, 9)
(152, 113, 9)
(153, 115, 9)
(154, 117, 9)
(155, 119, 9)
(156, 121, 9)
(157, 123, 33)
(158, 125, 33)
(157, 126, 33)
(158, 127, 33)
(158, 128, 33)
(158, 130, 33)
(159, 131, 33)
(162, 133, 33)
(164, 135, 33)
(166, 139, 33)
(168, 144, 33)
(169, 148, 33)
(170, 152, 57)
(171, 155, 57)
(170, 158, 57)
(170, 159, 57)
(171, 162, 57)
(174, 164, 57)
(175, 166, 57)
(177, 169, 57)
(178, 174, 57)
(179, 175, 57)
(180, 177, 57)
(182, 179, 57)
(184, 181, 63)
(77, 93, 0)
(185, 183, 63)
(76, 92, 0)
(189, 183, 63)
(77, 91, 0)
(191, 185, 63)
(77, 93, 0)
(191, 186, 63)
(75, 91, 0)
(190, 187, 63)
(75, 91, 0)
(190, 188, 63)
(75, 91, 0)
(188, 187, 63)
(75, 93, 0)
(188, 188, 63)
(75, 91, 0)
(188, 188, 63)
(75, 91, 0)
(188, 189, 63)
(74, 91, 0)
(188, 189, 63)
(74, 91, 0)
(190, 189, 42)
(74, 91, 0)
(190, 189, 42)
(74, 91, 0)
(188, 187, 42)
(74, 91, 0)
(188, 187, 42)
(74, 91, 0)
(190, 187, 42)
(73, 91, 0)
(190, 186, 42)
(73, 91, 0)
(191, 186, 42)
(73, 92, 0)
(191, 185, 42)
(72, 92, 0)
(191, 184, 42)
(72, 92, 0)
(191, 181, 42)
(74, 93, 0)
(192, 180, 42)
(74, 93, 0)
(192, 178, 42)
(72, 93, 0)
(190, 176, 7)
(72, 93, 5)
(190, 175, 7)
(71, 91, 5)
(190, 176, 7)
(70, 90, 5)
(189, 176, 7)
(70, 90, 5)
(188, 176, 7)
(70, 89, 5)
(185, 176, 7)
(70, 89, 5)
(184, 176, 7)
(70, 89, 5)
(183, 175, 7)
(70, 89, 5)
(184, 174, 7)
(70, 88, 5)
(183, 173, 7)
(70, 88, 5)
(182, 170, 7)
(70, 88, 5)
(181, 169, 7)
(70, 87, 5)
(180, 168, 23)
(70, 87, 5)
(180, 166, 23)
(71, 87, 5)
(179, 165, 23)
(72, 87, 5)
(178, 164, 23)
(72, 86, 5)
(177, 163, 23)
(72, 86, 5)
(174, 161, 23)
(72, 86, 5)
(173, 160, 23)
(72, 86, 5)
(172, 159, 23)
(72, 85, 5)
(170, 158, 23)
(73, 85, 5)
(169, 157, 23)
(74, 85, 5)
(168, 155, 23)
(74, 85, 5)
(167, 154, 23)
(75, 85, 5)
(166, 153, 33)
(76, 85, 8)
(165, 151, 33)
(77, 84, 8)
(164, 152, 33)
(78, 84, 8)
(163, 149, 33)
(78, 84, 8)
(162, 148, 33)
(78, 84, 8)
(161, 147, 33)
(161, 145, 33)
(160, 144, 33)
(159, 142, 33)
(158, 141, 33)
(82, 80, 8)
(157, 139, 33)
(80, 80, 8)
(154, 138, 33)
(80, 80, 8)
(153, 136, 41)
(81, 79, 13)
(152, 135, 41)
(151, 133, 41)
(150, 132, 41)
(149, 131, 41)
(148, 130, 41)
(149, 129, 41)
(148, 128, 41)
(147, 127, 41)
(146, 126, 41)
(146, 125, 41)
(145, 126, 41)
(144, 125, 35)
(143, 125, 35)
(142, 124, 35)
(141, 124, 35)
(140, 123, 35)
(139, 122, 35)
(138, 121, 35)
(137, 120, 35)
(136, 119, 35)
(136, 118, 35)
(135, 117, 35)
(135, 116, 35)
(134, 115, 28)
(134, 114, 28)
(133, 113, 28)
(133, 113, 28)
(132, 112, 28)
(131, 111, 28)
(131, 111, 28)
(130, 111, 28)
