(138, 57, 0)
(136, 56, 0)
(138, 57, 0)
(139, 58, 0)
(137, 58, 0)
(137, 59, 0)
(136, 59, 0)
(136, 59, 0)
(135, 59, 0)
(135, 57, 0)
(134, 59, 0)
(134, 59, 0)
(134, 59, 0)
(133, 59, 0)
(133, 59, 0)
(133, 60, 0)
(133, 60, 0)
(132, 58, 0)
(131, 58, 0)
(130, 58, 0)
(129, 58, 0)
(128, 58, 0)
(128, 57, 0)
(127, 57, 0)
(126, 57, 0)
(126, 57, 0)
(126, 57, 0)
(125, 57, 0)
(125, 56, 0)
(125, 56, 0)
(125, 56, 0)
(125, 56, 0)
(125, 56, 0)
(125, 55, 0)
(125, 55, 0)
(125, 55, 9)
(125, 55, 9)
(125, 54, 9)
(126, 54, 9)
(126, 54, 9)
(126, 54, 9)
(126, 53, 9)
(127, 53, 9)
(127, 53, 9)
(127, 53, 9)
(127, 53, 9)
(127, 52, 9)
(127, 52, 5)
(127, 52, 5)
(127, 52, 5)
(128, 52, 5)
(128, 52, 5)
(128, 52, 5)
(128, 52, 5)
(126, 52, 5)
(126, 52, 5)
(126, 52, 5)
(126, 52, 5)
(126, 54, 5)
(126, 54, 1)
(126, 54, 1)
(126, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(128, 55, 1)
(129, 56, 1)
(129, 57, 5)
(129, 57, 5)
(134, 58, 5)
(134, 61, 5)
(135, 60, 5)
(136, 61, 5)
(135, 98, 0)
(133, 97, 0)
(135, 98, 0)
(135, 98, 0)
(135, 98, 0)
(135, 96, 0)
(135, 95, 0)
(135, 94, 0)
(133, 93, 0)
(133, 93, 0)
(133, 90, 0)
(133, 91, 0)
(133, 91, 0)
(132, 91, 0)
(132, 91, 0)
(131, 93, 0)
(130, 93, 0)
(130, 93, 0)
(130, 94, 0)
(130, 94, 0)
(130, 95, 0)
(130, 95, 0)
(130, 96, 0)
(130, 96, 0)
(130, 97, 0)
(130, 97, 0)
(131, 97, 0)
(131, 97, 0)
(131, 98, 0)
(131, 98, 0)
(131, 98, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(131, 96, 5)
(132, 96, 5)
(132, 96, 5)
(132, 97, 3)
(132, 97, 3)
(132, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 3)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 2)
(133, 97, 1)
(133, 97, 1)
(133, 95, 1)
(133, 95, 1)
(133, 95, 1)
(131, 95, 1)
(131, 95, 1)
(133, 95, 1)
(133, 95, 1)
(133, 95, 1)
(131, 95, 1)
(131, 95, 1)
(131, 95, 2)
(131, 96, 2)
(131, 96, 2)
(131, 96, 2)
(131, 96, 2)
(131, 96, 2)
(131, 96, 2)
(131, 96, 2)
(132, 96, 2)
(132, 96, 2)
(132, 96, 2)
(132, 96, 2)
(132, 96, 1)
(132, 96, 1)
(132, 96, 1)
(132, 96, 1)
(132, 96, 1)
(133, 96, 1)
(133, 96, 1)
(133, 96, 1)
(134, 96, 1)
(134, 96, 1)
(135, 97, 1)
(135, 97, 1)
(136, 98, 5)
(136, 96, 5)
(137, 98, 5)
(138, 98, 5)
(138, 98, 5)
(139, 99, 5)
(140, 99, 5)
(141, 99, 5)
(142, 100, 5)
(145, 101, 5)
(146, 102, 5)
(147, 103, 5)
(149, 104, 18)
(150, 105, 18)
(152, 108, 18)
(153, 109, 18)
(154, 110, 18)
(155, 109, 18)
(156, 110, 18)
(155, 111, 18)
(156, 111, 18)
(157, 112, 18)
(158, 113, 18)
(161, 114, 18)
(162, 115, 31)
(164, 116, 31)
(166, 117, 31)
(167, 118, 31)
(169, 119, 31)
(171, 120, 31)
(173, 121, 31)
(174, 123, 31)
(175, 122, 31)
(176, 123, 31)
(178, 124, 31)
(179, 125, 31)
(181, 126, 38)
(183, 129, 38)
(184, 130, 38)
(188, 132, 38)
